date,value
2016-05-31,0.0036817435306494
2016-06-30,0.0044871988839114
2016-07-31,0.0038856620120624
2016-08-31,0.0043116688110001
2016-09-30,0.0045732971013274
2016-10-31,0.0039844163629903
2016-11-30,0.0030819435274778
2016-12-31,0.0040034814738716
2017-01-31,0.0044136616662427
2017-02-28,0.0044050237865135
2017-03-31,0.0079162123509141
2017-04-30,0.0072050358753534
2017-05-31,0.0074671293229316
2017-06-30,0.007509143496049
2017-07-31,0.0095580780343571
2017-08-31,0.0138445990745524
2017-09-30,0.0144108822088346
2017-10-31,0.0177395540898596
2017-11-30,0.0195638401690689
2017-12-31,0.0212145738564037
2018-01-31,0.0184493860972283
2018-02-28,0.0174460667497507
2018-03-31,0.0189772900002782
2018-04-30,0.0210779724294596
2018-05-31,0.0201463966302664
2018-06-30,0.021865845388881
2018-07-31,0.0212925609134772
2018-08-31,0.0300253567775709
2018-09-30,0.0375873970112479
2018-10-31,0.0542407541534075
2018-11-30,0.0510328773867283
2018-12-31,0.0398276522254443
2019-01-31,0.0424311146989183
2019-02-28,0.0449566465223209
2019-03-31,0.0543358122878595
2019-04-30,0.0514325314812591
2019-05-31,0.0539208720839275
2019-06-30,0.0570315894200059
2019-07-31,0.0781949216897378
2019-08-31,0.0764991557504448
2019-09-30,0.0880008250583418
2019-10-31,0.0664541167092051
2019-11-30,0.0639491254432116
2019-12-31,0.064629734418195
2020-01-31,0.0516891076558384
2020-02-29,0.0564223224686604
2020-03-31,0.0379480978202623
2020-04-30,0.0353584703747454
2020-05-31,0.0346375527031614
2020-06-30,0.0308671986548248
2020-07-31,0.0265211331521111
2020-08-31,0.0292220661201661
2020-09-30,0.0425221709792366
2020-10-31,0.0180053754364502
2020-11-30,0.0083613007396396
2020-12-31,0.005368926202375
2021-01-31,0.0007822037940811
2021-02-28,0.0001739875796277
2021-03-31,0.0001907392485373
2021-04-30,0.0003654191534346
2021-05-31,0.0006817122033675
2021-06-30,0.0008730622660673
2021-07-31,0.0009006851808138
2021-08-31,0.0012998503720738
2021-09-30,0.0011728216490806
2021-10-31,0.0016509150699704
2021-11-30,0.0018433982372025
2021-12-31,0.0022194261011409
2022-01-31,0.005611870457094
2022-02-28,0.0209688693219882
2022-03-31,0.033318775767186
2022-04-30,0.0239927160704363
2022-05-31,0.023888530461127
2022-06-30,0.0982299210874299
2022-07-31,0.0949370587622169
2022-08-31,0.1300996446774453
2022-09-30,0.1155092442922289
2022-10-31,0.1773176733211411
2022-11-30,0.168440547522132
2022-12-31,0.157247051343673
2023-01-31,0.2510605202405819
2023-02-28,0.4236346760644944
2023-03-31,0.4615737498306796
2023-04-30,0.4949394013712538
2023-05-31,0.4698253716896719
2023-06-30,0.5116558758549224
2023-07-31,0.4593364285807778
2023-08-31,0.335164475487782
2023-09-30,0.2563737892194225
2023-10-31,0.2074734416663714
2023-11-30,0.1196974414323914
2023-12-31,0.0963168661781941
2024-01-31,0.0896569614096993
2024-02-29,0.0706546708129688
2024-03-31,0.040160326076666
2024-04-30,0.0519953626934424
2024-05-31,0.0446700969575956
2024-06-30,0.0318369603571591
2024-07-31,0.0344219917316198
2024-08-31,0.0416319741203887
2024-09-30,0.033026130816147
2024-10-31,0.0314073776071222
2024-11-30,0.018743333580247
2024-12-31,0.0184456954871009
2025-01-31,0.0222456927603859
2025-02-28,0.0236912070309358
2025-03-31,0.0304370332664519
2025-04-30,0.031088327421352
2025-05-31,0.0289505472447416
2025-06-30,0.0255463426513357
2025-07-31,0.0236362884334881
2025-08-31,0.017314873059193
2025-09-30,0.0161185676519813
2025-10-31,0.0178287020923833
2025-11-30,0.0208191542520313
2025-12-31,0.0187150426254608
2026-01-31,0.0178523104877232
2026-02-28,0.0193337867317832
2026-03-31,0.0226713974068867
2026-04-30,0.0217928890862083
