date,gdp_growth
2002-09-30,0.8473095062679473
2002-12-31,0.803366878662084
2003-03-31,0.6777138431399912
2003-06-30,0.8246852096450815
2003-09-30,0.8586780433028591
2003-12-31,0.997012751012084
2004-03-31,1.0601487165899326
2004-06-30,1.2046501692159135
2004-09-30,1.1774689962494471
2004-12-31,1.084506220573538
2005-03-31,1.259213297986686
2005-06-30,1.3491226654730526
2005-09-30,1.4197668966978712
2005-12-31,1.3384061660022668
2006-03-31,1.3482260692408785
2006-06-30,1.2782444294091182
2006-09-30,1.3340031176189244
2006-12-31,1.4272267171801896
2007-03-31,1.5048781785451808
2007-06-30,1.6272620752185754
2007-09-30,2.1723892301389425
2007-12-31,2.000774687898934
2008-03-31,1.698673098973968
2008-06-30,1.2621658920040035
2008-09-30,0.894733586170763
2008-12-31,0.5825667970812193
2009-03-31,0.7458131502604152
2009-06-30,0.918310801402429
2009-09-30,0.8919582294253331
2009-12-31,0.8391778085365782
2010-03-31,0.8719091459463935
2010-06-30,1.2613254188048977
2010-09-30,1.5256362720434942
2010-12-31,1.4843534654368045
2011-03-31,1.6313953549567153
2011-06-30,1.5554583710923129
2011-09-30,1.4680433273719138
2011-12-31,1.252602896815772
2012-03-31,1.271922252728625
2012-06-30,1.1925469348791524
2012-09-30,1.1119193293253546
2012-12-31,1.3069764575886542
2013-03-31,1.2377051458475812
2013-06-30,1.2695176132701762
2013-09-30,1.387534605532247
2013-12-31,1.4978970111989185
2014-03-31,1.447445529141842
2014-06-30,1.60493709799958
2014-09-30,1.725746470453697
2014-12-31,1.7063621356465586
2015-03-31,1.6641556732024043
2015-06-30,1.486793618382237
2015-09-30,1.4109675086125275
2015-12-31,1.2275866277626573
2016-03-31,1.211471248088995
2016-06-30,1.119641882647426
2016-09-30,0.4843517032960046
2016-12-31,0.9128049345457436
2017-03-31,1.1708340695309525
2017-06-30,1.2399691962976274
2017-09-30,1.8990871007214472
2017-12-31,2.060919592418567
2018-03-31,1.7466761456267
2018-06-30,1.720702738851276
2018-09-30,1.7260339370298694
2018-12-31,1.4351119383890696
2019-03-31,0.9233323605067444
2019-06-30,0.7922734642960273
2019-09-30,0.5730621190859609
2019-12-31,0.3643311412776411
2020-03-31,0.2762846146686331
2020-06-30,0.7970403315554861
2020-09-30,0.8190954872329377
2020-12-31,1.0856974643678277
2021-03-31,1.466919119581153
2021-06-30,1.7683569822509722
2021-09-30,1.9263895955777857
2021-12-31,1.8002547468489307
2022-03-31,1.7152367457589477
2022-06-30,1.5426110109732112
2022-09-30,1.5891727687232866
2022-12-31,1.577041393585814
2023-03-31,1.589828738948277
2023-06-30,1.529682445358585
2023-09-30,1.3938621719803497
2023-12-31,1.3447747010833786
2024-03-31,1.272123782732992
2024-06-30,1.0806719128986049
2024-09-30,1.0245605255240713
2024-12-31,
2025-03-31,
2025-06-30,
2025-09-30,
2025-12-31,
2026-03-31,
