date,ip_growth
2020-06-30,-2.4047258968069603
2020-07-31,0.5957344793804149
2020-08-31,3.443445585941116
2020-09-30,5.0541577240480935
2020-10-31,9.931496259065216
2020-11-30,12.226071822944473
2020-12-31,12.375979534486769
2021-01-31,11.82832392908792
2021-02-28,10.562701019129005
2021-03-31,9.50593703922324
2021-04-30,8.796037036495088
2021-05-31,8.123119704577878
2021-06-30,8.475362124709672
2021-07-31,6.845211319467154
2021-08-31,6.047680723661534
2021-09-30,5.422600594722133
2021-10-31,3.5085601189914923
2021-11-30,0.8606583624805832
2021-12-31,0.7239483988138194
2022-01-31,0.7636766416062437
2022-02-28,1.2544297895391194
2022-03-31,-1.542622661262352
2022-04-30,-1.6215267594897915
2022-05-31,-3.2477360069113237
2022-06-30,-2.803676026188605
2022-07-31,-2.8898367869911636
2022-08-31,-3.4639159304166975
2022-09-30,-3.245869369295336
2022-10-31,-4.976932334943145
2022-11-30,-7.116248780280451
2022-12-31,-7.465789681763306
2023-01-31,-8.199230677543552
2023-02-28,-8.228845495560225
2023-03-31,-8.130871630167196
2023-04-30,-6.878698606594804
2023-05-31,-5.287072781879217
2023-06-30,-4.6833218990792815
2023-07-31,-3.9614563699355543
2023-08-31,-2.87510199063584
2023-09-30,-2.3817623497593465
2023-10-31,-1.484291840439632
2023-11-30,-0.4561950605064981
2023-12-31,0.3527225399331866
2024-01-31,-0.1266328573941897
2024-02-29,-0.1061809378162155
2024-03-31,0.9800281519566524
2024-04-30,0.3026686275308021
2024-05-31,0.2206371400430902
2024-06-30,0.4352963712159201
2024-07-31,0.459676662574966
2024-08-31,1.8233180761025995
2024-09-30,1.2285364146290043
2024-10-31,0.6337335459062382
2024-11-30,0.518165931174427
2024-12-31,-0.2794306220574358
2025-01-31,-0.079666926750421
2025-02-28,0.471376021278334
2025-03-31,0.3331597762883371
2025-04-30,0.6914807310481768
2025-05-31,0.9220890890577776
2025-06-30,1.2506015002194035
2025-07-31,1.0585879198290984
2025-08-31,1.2650892870711552
2025-09-30,1.2552245587182436
2025-10-31,1.090243729226052
2025-11-30,1.341297540982669
2025-12-31,0.5249024188848499
2026-01-31,1.1771313801562453
2026-02-28,1.174520154305691
2026-03-31,1.065865660585417
